Case_ID,Location_City,Location_State,Urban_Specific,Date_of_Marriage,Date_of_Separation,Date_of_Divorce,Duration_of_Marriage_Years,Divorce_Reason,Counseling_Attempted,Mediation_Used,Solution_Adopted,Process_Status,Legal_Process_Duration_Months,Children_Custody,Child_Support,Number_of_Children,Work_Life_Stress,Social_Media_Influence,Support_Network,COVID_Impact,Repeat_Marriage,Age_At_Marriage_Wife,Age_At_Marriage_Husband
1106,Bengaluru,Karnataka,TRUE,2015-09-04,2023-05-02,,9.8,Infidelity,Yes,No,Reconciliation,Ongoing,20,NA,Yes,1,High,No,Parents,No,No,27,32
1107,Delhi,Delhi,TRUE,2012-09-12,2020-11-23,,12.8,In-Laws Conflict,Yes,No,Reconciliation,Reconciled,7,NA,No,1,High,No,NGO,No,No,25,30
1108,Bengaluru,Karnataka,TRUE,2017-04-16,2023-12-16,2024-08-06,7.3,Career Prioritization,No,No,Reconciliation,Reconciled,6,Joint,Yes,2,High,Yes,Friends,No,No,31,35
1109,Ahmedabad,Gujarat,TRUE,2016-11-25,2021-12-17,2023-03-01,6.3,Career Prioritization,Yes,Yes,Divorce,Reconciled,11,NA,Yes,0,Low,Yes,Parents,No,No,31,33
1110,Mumbai,Maharashtra,TRUE,2017-09-02,2020-07-08,2021-02-05,3.4,Lack of Compatibility,Yes,No,Family Intervention,Reconciled,15,NA,No,1,High,Yes,None,No,No,29,35
1111,Hyderabad,Telangana,TRUE,2013-03-07,2017-04-27,2018-01-04,4.8,Financial Stress,Yes,No,Counseling,Pending,14,Mother,Yes,1,Medium,Yes,Parents,No,No,26,26
1112,Ahmedabad,Gujarat,TRUE,2010-11-17,2015-08-23,2017-01-28,6.2,Domestic Violence,Yes,No,Family Intervention,Settled,10,NA,No,0,Low,Yes,NGO,No,No,31,36
1113,Ahmedabad,Gujarat,TRUE,2014-07-09,2020-06-16,,11.0,Domestic Violence,Yes,Yes,Family Intervention,Settled,18,NA,Yes,0,High,No,None,No,No,26,30
1114,Bengaluru,Karnataka,TRUE,2014-08-14,2023-03-11,2024-11-03,10.2,Career Prioritization,Yes,No,Reconciliation,Reconciled,18,Mother,Yes,1,Medium,Yes,None,No,No,27,33
1115,Gurgaon,Haryana,TRUE,2017-09-21,,,7.8,Domestic Violence,Yes,No,Family Intervention,Reconciled,12,Father,Yes,2,Medium,No,NGO,Yes,No,31,36
1116,Noida,Uttar Pradesh,TRUE,2018-10-05,,,6.7,Lack of Compatibility,No,No,Family Intervention,Pending,5,Mother,Yes,1,Low,No,None,No,No,32,38
1117,Mumbai,Maharashtra,TRUE,2012-11-10,2020-04-04,2020-01-15,7.2,Financial Stress,No,Yes,Reconciliation,Settled,9,Joint,No,1,Medium,Yes,Parents,Yes,No,31,31
1118,Mumbai,Maharashtra,TRUE,2014-07-06,2022-04-27,2023-10-02,9.2,Financial Stress,No,No,Family Intervention,Reconciled,17,Father,Yes,1,Low,No,Parents,No,No,26,30
1119,Bengaluru,Karnataka,TRUE,2018-05-29,2023-11-10,2023-10-11,5.4,Unrealistic Expectations,No,Yes,Mediation,Pending,16,NA,No,0,Medium,Yes,Parents,No,Yes,26,31
1120,Mumbai,Maharashtra,TRUE,2019-09-25,,,5.8,Unrealistic Expectations,No,Yes,Family Intervention,Reconciled,8,NA,Yes,1,Low,Yes,Parents,No,No,31,36
1121,Ahmedabad,Gujarat,TRUE,2017-05-05,2022-08-08,2023-03-15,5.9,Financial Stress,Yes,No,Divorce,Settled,22,NA,No,0,High,No,None,No,No,25,27
1122,Noida,Uttar Pradesh,TRUE,2015-11-02,2024-11-05,,9.7,Unrealistic Expectations,No,No,Family Intervention,Settled,10,NA,Yes,0,Medium,Yes,Parents,No,No,24,24
1123,Chennai,Tamil Nadu,TRUE,2011-07-27,2016-05-24,2016-12-25,5.4,Career Prioritization,Yes,No,Divorce,Ongoing,12,NA,Yes,0,High,No,Friends,No,No,24,28
1124,Hyderabad,Telangana,TRUE,2016-08-10,2022-12-14,,8.9,Career Prioritization,Yes,No,Family Intervention,Pending,13,NA,No,0,Medium,Yes,None,No,No,25,26
1125,Pune,Maharashtra,TRUE,2015-11-13,2021-01-17,,9.6,Career Prioritization,Yes,No,Counseling,Pending,9,NA,Yes,0,Low,Yes,Friends,No,No,28,30
1126,Gurgaon,Haryana,TRUE,2011-08-30,2015-05-11,2017-11-29,6.3,Infidelity,Yes,No,Reconciliation,Reconciled,7,Joint,No,1,Low,Yes,None,No,No,26,30
1127,Kolkata,West Bengal,TRUE,2019-05-09,,,6.2,Lack of Communication,No,No,Mediation,Reconciled,14,NA,No,0,Low,Yes,Friends,No,No,25,27
1128,Bengaluru,Karnataka,TRUE,2019-06-10,2024-12-06,,6.1,Lack of Compatibility,Yes,No,Counseling,Reconciled,5,NA,Yes,1,Low,No,Parents,No,No,32,35
1129,Mumbai,Maharashtra,TRUE,2016-05-03,2025-07-18,,9.2,Infidelity,No,No,Counseling,Reconciled,19,NA,No,1,High,No,Friends,Yes,No,32,34
1130,Delhi,Delhi,TRUE,2019-03-22,2022-06-18,,6.3,Domestic Violence,Yes,No,Reconciliation,Ongoing,17,NA,Yes,0,High,Yes,Friends,No,No,26,27
1131,Pune,Maharashtra,TRUE,2011-06-30,2019-10-20,2019-01-05,7.5,Infidelity,Yes,Yes,Family Intervention,Ongoing,13,NA,Yes,2,Medium,Yes,Parents,No,No,24,27
1132,Bengaluru,Karnataka,TRUE,2014-02-22,2024-11-27,2024-08-08,10.5,In-Laws Conflict,Yes,No,Mediation,Reconciled,22,NA,No,0,High,Yes,NGO,No,No,23,25
1133,Delhi,Delhi,TRUE,2018-03-18,2021-09-01,,7.3,Domestic Violence,Yes,No,Divorce,Pending,20,NA,No,0,Medium,Yes,None,Yes,No,23,28
1134,Hyderabad,Telangana,TRUE,2011-05-19,2017-07-24,2018-01-31,6.7,Unrealistic Expectations,No,No,Mediation,Ongoing,9,Father,Yes,2,Low,Yes,NGO,Yes,No,25,27
1135,Mumbai,Maharashtra,TRUE,2012-10-04,2015-05-21,2015-03-22,2.5,Work-Life Imbalance,Yes,No,Counseling,Settled,20,Father,No,2,High,No,None,No,No,31,34
1136,Delhi,Delhi,TRUE,2011-10-11,2020-07-22,2021-04-01,9.5,Career Prioritization,No,No,Divorce,Reconciled,6,Father,No,1,Medium,No,Parents,Yes,No,29,32
1137,Bengaluru,Karnataka,TRUE,2018-05-10,,,7.1,Lack of Communication,No,No,Mediation,Pending,14,NA,No,1,High,No,Friends,No,No,28,28
1138,Kolkata,West Bengal,TRUE,2016-09-18,2023-06-18,2024-04-03,7.5,Work-Life Imbalance,Yes,No,Counseling,Reconciled,7,NA,Yes,0,High,Yes,Friends,No,No,26,29
1139,Bengaluru,Karnataka,TRUE,2019-09-15,,,5.8,Domestic Violence,No,No,Reconciliation,Reconciled,12,NA,Yes,0,Low,No,None,Yes,No,25,31
1140,Pune,Maharashtra,TRUE,2019-02-23,,,6.4,Lack of Compatibility,No,No,Divorce,Reconciled,9,NA,No,1,High,Yes,None,No,No,30,32
1141,Kolkata,West Bengal,TRUE,2012-07-22,2015-09-24,2017-05-28,4.9,Unrealistic Expectations,Yes,No,Counseling,Settled,13,Joint,Yes,1,Low,Yes,Parents,No,No,25,27
1142,Gurgaon,Haryana,TRUE,2016-04-09,2023-10-15,2025-05-28,9.1,Financial Stress,Yes,No,Counseling,Pending,18,NA,No,0,High,Yes,Parents,No,No,27,33
1143,Chennai,Tamil Nadu,TRUE,2017-09-12,2025-02-15,2025-05-19,7.7,Unrealistic Expectations,No,No,Divorce,Reconciled,18,Mother,Yes,1,Medium,Yes,None,No,No,30,31
1144,Bengaluru,Karnataka,TRUE,2017-10-16,2021-12-17,2021-08-29,3.9,Infidelity,Yes,Yes,Divorce,Ongoing,17,Father,Yes,2,Medium,Yes,Parents,No,No,30,36
1145,Gurgaon,Haryana,TRUE,2015-07-20,2019-04-30,2020-02-05,4.6,Lack of Communication,Yes,No,Mediation,Pending,6,Joint,No,1,Medium,No,None,Yes,No,23,25
1146,Delhi,Delhi,TRUE,2011-09-28,2018-10-21,,13.8,Unrealistic Expectations,No,Yes,Reconciliation,Pending,13,NA,Yes,1,High,No,Parents,No,No,32,37
1147,Pune,Maharashtra,TRUE,2018-06-09,,,7.1,Domestic Violence,Yes,No,Mediation,Ongoing,17,Joint,Yes,1,Low,No,Parents,No,No,32,37
1148,Chennai,Tamil Nadu,TRUE,2016-03-21,2021-07-05,2023-09-27,7.5,In-Laws Conflict,Yes,No,Mediation,Ongoing,14,NA,Yes,1,High,Yes,NGO,No,No,32,32
1149,Noida,Uttar Pradesh,TRUE,2015-09-14,2022-02-25,2024-05-05,8.6,Domestic Violence,Yes,No,Mediation,Pending,9,NA,Yes,1,Medium,No,Parents,Yes,No,29,30
1150,Gurgaon,Haryana,TRUE,2012-11-08,2019-02-14,2019-12-04,7.1,Infidelity,Yes,No,Family Intervention,Ongoing,19,Mother,No,1,High,Yes,Friends,Yes,No,24,25
1151,Delhi,Delhi,TRUE,2013-05-15,2017-08-02,2019-01-03,5.6,Work-Life Imbalance,Yes,No,Mediation,Settled,5,Mother,Yes,1,Low,Yes,Friends,Yes,No,28,29
1152,Gurgaon,Haryana,TRUE,2015-10-03,2019-08-18,2021-03-29,5.5,Infidelity,No,Yes,Divorce,Ongoing,18,Mother,No,1,Medium,Yes,Parents,No,Yes,30,30
1153,Ahmedabad,Gujarat,TRUE,2017-03-26,,,8.3,Unrealistic Expectations,No,Yes,Divorce,Ongoing,11,Joint,No,1,Low,Yes,NGO,Yes,No,32,35
1154,Mumbai,Maharashtra,TRUE,2012-03-08,2022-11-21,2023-05-09,11.2,In-Laws Conflict,Yes,No,Family Intervention,Reconciled,15,Joint,No,1,Low,Yes,NGO,No,No,29,34
1155,Hyderabad,Telangana,TRUE,2012-12-09,2017-05-30,2019-10-28,6.9,Work-Life Imbalance,Yes,Yes,Family Intervention,Reconciled,19,NA,No,0,Medium,Yes,NGO,No,No,31,36
1156,Pune,Maharashtra,TRUE,2012-06-09,2016-12-23,2018-09-06,6.2,In-Laws Conflict,Yes,No,Counseling,Reconciled,16,NA,Yes,0,Medium,Yes,NGO,No,No,32,35
1157,Kolkata,West Bengal,TRUE,2015-08-21,2023-10-16,2025-05-13,9.7,Domestic Violence,Yes,No,Family Intervention,Pending,14,NA,No,1,High,No,None,No,No,26,31
1158,Noida,Uttar Pradesh,TRUE,2018-02-14,2021-09-17,2023-08-22,5.5,In-Laws Conflict,No,No,Divorce,Ongoing,8,NA,Yes,0,High,Yes,None,No,No,24,25
1159,Delhi,Delhi,TRUE,2014-02-03,2021-02-06,,11.4,Domestic Violence,Yes,No,Family Intervention,Reconciled,22,NA,No,1,High,Yes,Parents,No,No,29,32
1160,Pune,Maharashtra,TRUE,2018-07-08,2022-03-08,,7.0,Career Prioritization,Yes,No,Family Intervention,Ongoing,16,NA,Yes,2,High,Yes,Parents,No,Yes,23,25
1161,Mumbai,Maharashtra,TRUE,2014-09-11,2023-05-18,2023-05-16,8.7,Unrealistic Expectations,Yes,Yes,Divorce,Ongoing,6,Mother,Yes,1,Medium,Yes,Parents,No,No,28,31
1162,Ahmedabad,Gujarat,TRUE,2019-11-25,2022-01-14,2022-11-03,2.9,Lack of Communication,No,No,Family Intervention,Pending,15,Father,No,1,High,Yes,Friends,Yes,No,25,27
1163,Gurgaon,Haryana,TRUE,2014-09-01,2021-03-17,,10.8,Unrealistic Expectations,Yes,No,Counseling,Pending,13,NA,Yes,0,Low,Yes,Friends,Yes,Yes,25,28
1164,Noida,Uttar Pradesh,TRUE,2013-06-06,2022-08-31,2023-01-21,9.6,Financial Stress,No,No,Family Intervention,Settled,19,Mother,No,2,Medium,Yes,NGO,No,No,30,31
1165,Delhi,Delhi,TRUE,2013-10-05,2019-02-26,2020-04-22,6.6,Career Prioritization,No,No,Family Intervention,Ongoing,8,Joint,No,1,Low,Yes,Friends,Yes,No,25,31
1166,Pune,Maharashtra,TRUE,2014-08-07,2018-06-25,2020-06-21,5.9,In-Laws Conflict,No,Yes,Divorce,Settled,11,Mother,No,1,High,No,Parents,Yes,No,24,25
1167,Chennai,Tamil Nadu,TRUE,2013-04-06,2018-06-05,,12.2,Unrealistic Expectations,Yes,Yes,Reconciliation,Reconciled,22,NA,No,0,Low,No,Parents,Yes,Yes,28,33
1168,Kolkata,West Bengal,TRUE,2010-05-21,2016-12-13,2018-03-11,7.8,Domestic Violence,No,No,Reconciliation,Settled,18,Joint,Yes,2,High,Yes,None,No,No,32,33
1169,Noida,Uttar Pradesh,TRUE,2015-04-01,2018-05-23,2018-08-07,3.4,Lack of Communication,Yes,Yes,Counseling,Ongoing,10,Joint,Yes,1,Medium,Yes,None,No,No,27,33
1170,Hyderabad,Telangana,TRUE,2011-12-26,2014-02-15,2015-10-06,3.8,Domestic Violence,No,Yes,Reconciliation,Ongoing,13,NA,Yes,0,High,Yes,Parents,No,No,30,30
1171,Hyderabad,Telangana,TRUE,2015-09-07,2020-09-02,2022-07-29,6.9,Lack of Compatibility,Yes,No,Reconciliation,Settled,16,Mother,Yes,1,Low,Yes,Parents,No,No,31,37
1172,Mumbai,Maharashtra,TRUE,2011-12-09,2019-02-25,,13.6,Domestic Violence,Yes,No,Counseling,Pending,15,NA,Yes,0,High,Yes,Friends,Yes,No,32,36
1173,Hyderabad,Telangana,TRUE,2019-05-23,,,6.1,Lack of Compatibility,Yes,No,Mediation,Reconciled,14,Father,Yes,1,High,Yes,Friends,No,Yes,25,30
1174,Chennai,Tamil Nadu,TRUE,2016-12-07,2019-10-27,2019-09-24,2.8,Lack of Communication,Yes,No,Family Intervention,Pending,7,NA,Yes,0,High,Yes,NGO,No,No,28,31
1175,Ahmedabad,Gujarat,TRUE,2010-08-10,2014-12-05,2015-04-01,4.6,Career Prioritization,Yes,No,Counseling,Settled,10,Mother,Yes,1,Low,No,None,No,No,26,28
1176,Mumbai,Maharashtra,TRUE,2019-06-04,,,6.1,Career Prioritization,No,Yes,Counseling,Reconciled,12,Mother,Yes,1,Low,No,NGO,No,No,27,28
1177,Mumbai,Maharashtra,TRUE,2018-11-04,2021-09-26,,6.7,Infidelity,No,No,Reconciliation,Pending,10,NA,Yes,2,Medium,No,NGO,Yes,No,27,27
1178,Pune,Maharashtra,TRUE,2019-02-01,,,6.4,Career Prioritization,No,No,Reconciliation,Settled,14,Mother,Yes,1,High,Yes,Parents,Yes,No,27,28
1179,Gurgaon,Haryana,TRUE,2016-05-26,,,9.1,Domestic Violence,Yes,No,Mediation,Reconciled,6,Mother,No,2,Low,Yes,Friends,No,No,24,26
1180,Noida,Uttar Pradesh,TRUE,2012-11-11,2022-03-10,2022-01-02,9.1,Work-Life Imbalance,No,Yes,Family Intervention,Reconciled,16,Mother,No,1,Medium,Yes,Friends,Yes,No,29,34
1181,Mumbai,Maharashtra,TRUE,2017-08-26,2023-11-10,2025-11-08,8.2,Unrealistic Expectations,Yes,Yes,Reconciliation,Ongoing,9,NA,Yes,1,High,No,NGO,No,No,29,29
1182,Hyderabad,Telangana,TRUE,2019-09-27,2022-03-01,,5.8,Work-Life Imbalance,No,No,Family Intervention,Settled,11,NA,No,2,Medium,No,NGO,No,No,23,25
1183,Hyderabad,Telangana,TRUE,2011-11-18,2016-12-18,2018-08-06,6.7,Infidelity,No,No,Divorce,Reconciled,12,NA,Yes,1,Medium,No,Friends,No,No,26,30
1184,Mumbai,Maharashtra,TRUE,2019-10-02,,,5.8,Work-Life Imbalance,No,No,Mediation,Settled,14,NA,No,0,Low,Yes,None,No,No,26,29
1185,Kolkata,West Bengal,TRUE,2017-11-05,2023-11-13,2025-03-22,7.4,Domestic Violence,Yes,No,Divorce,Settled,5,NA,Yes,0,Medium,Yes,NGO,Yes,No,23,24
1186,Noida,Uttar Pradesh,TRUE,2016-03-26,2024-03-20,,9.3,Infidelity,No,No,Counseling,Pending,20,NA,Yes,0,Medium,No,Parents,No,No,32,38
1187,Bengaluru,Karnataka,TRUE,2010-02-23,2018-05-17,2020-05-21,10.2,Domestic Violence,Yes,Yes,Mediation,Settled,16,Joint,No,2,Medium,Yes,None,No,No,31,31
1188,Bengaluru,Karnataka,TRUE,2011-08-13,2018-06-03,2018-05-29,6.8,Lack of Compatibility,Yes,Yes,Reconciliation,Ongoing,12,Father,Yes,1,Low,Yes,None,Yes,No,24,29
1189,Chennai,Tamil Nadu,TRUE,2019-03-28,2023-03-29,2025-09-07,6.5,Lack of Compatibility,No,Yes,Counseling,Ongoing,16,NA,Yes,1,Medium,Yes,Parents,No,No,26,26
1190,Pune,Maharashtra,TRUE,2011-06-17,2019-07-05,2019-03-24,7.8,In-Laws Conflict,Yes,Yes,Counseling,Reconciled,14,NA,Yes,2,Medium,Yes,Friends,No,No,27,31
1191,Hyderabad,Telangana,TRUE,2019-09-08,,,5.8,Lack of Compatibility,No,Yes,Mediation,Reconciled,6,NA,Yes,1,High,Yes,Friends,No,No,27,31
1192,Mumbai,Maharashtra,TRUE,2014-03-13,2019-08-25,2021-08-24,7.5,Work-Life Imbalance,Yes,No,Divorce,Ongoing,8,NA,Yes,1,Medium,Yes,NGO,No,No,23,24
1193,Gurgaon,Haryana,TRUE,2011-07-31,2016-07-31,,13.9,Work-Life Imbalance,No,No,Divorce,Pending,17,NA,Yes,1,Low,Yes,Friends,No,No,24,24
1194,Kolkata,West Bengal,TRUE,2011-12-20,2019-03-25,,13.5,In-Laws Conflict,Yes,No,Mediation,Reconciled,8,NA,Yes,1,Low,Yes,Parents,No,No,23,26
1195,Hyderabad,Telangana,TRUE,2019-04-14,,,6.2,Domestic Violence,Yes,Yes,Family Intervention,Reconciled,17,NA,No,1,Medium,Yes,None,No,No,27,31
1196,Mumbai,Maharashtra,TRUE,2018-02-23,2023-06-06,2025-01-03,6.9,Infidelity,No,No,Counseling,Ongoing,22,Mother,No,1,Low,Yes,NGO,No,No,25,27
1197,Bengaluru,Karnataka,TRUE,2013-06-23,2016-02-02,2016-12-23,3.5,Work-Life Imbalance,No,No,Counseling,Pending,10,Mother,Yes,1,Low,No,Friends,Yes,Yes,32,38
1198,Delhi,Delhi,TRUE,2011-08-07,2017-09-11,2017-02-25,5.6,In-Laws Conflict,No,No,Mediation,Reconciled,19,NA,No,1,High,No,None,No,No,28,34
1199,Pune,Maharashtra,TRUE,2015-10-06,2023-05-25,2024-04-20,8.5,Unrealistic Expectations,Yes,No,Reconciliation,Reconciled,8,Mother,No,1,Medium,No,None,No,No,31,32
1200,Ahmedabad,Gujarat,TRUE,2015-08-02,2020-03-10,2022-10-31,7.3,Work-Life Imbalance,No,Yes,Counseling,Pending,14,Joint,Yes,1,High,Yes,NGO,No,No,26,30
1201,Delhi,Delhi,TRUE,2012-01-08,2022-01-27,2023-02-25,11.1,Lack of Compatibility,No,No,Reconciliation,Settled,5,NA,No,1,High,Yes,Friends,No,No,31,35
1202,Kolkata,West Bengal,TRUE,2010-07-19,2013-06-20,2014-05-24,3.8,Career Prioritization,Yes,No,Family Intervention,Settled,5,NA,Yes,1,Medium,No,Friends,Yes,No,32,36
1203,Pune,Maharashtra,TRUE,2011-12-14,2020-09-01,,13.6,Financial Stress,Yes,No,Divorce,Pending,22,NA,Yes,2,Low,Yes,Parents,No,No,24,29
1204,Chennai,Tamil Nadu,TRUE,2014-07-31,2018-04-10,2018-11-11,4.3,Infidelity,No,No,Counseling,Pending,22,NA,No,0,Low,Yes,Friends,No,Yes,25,27
1205,Noida,Uttar Pradesh,TRUE,2013-12-19,2017-03-17,2019-10-27,5.9,In-Laws Conflict,No,No,Divorce,Pending,6,Joint,No,1,High,Yes,None,No,No,24,27
1206,Ahmedabad,Gujarat,TRUE,2016-09-28,2019-08-19,,8.8,Infidelity,No,No,Counseling,Reconciled,7,NA,Yes,0,Low,Yes,None,No,No,32,37
1207,Hyderabad,Telangana,TRUE,2011-01-12,2017-03-25,2019-12-15,8.9,Lack of Compatibility,Yes,No,Counseling,Ongoing,5,NA,Yes,2,High,No,Friends,Yes,No,29,31
1208,Chennai,Tamil Nadu,TRUE,2019-11-25,,,5.6,Work-Life Imbalance,Yes,No,Reconciliation,Pending,6,NA,Yes,0,High,Yes,NGO,Yes,Yes,31,32
1209,Hyderabad,Telangana,TRUE,2010-03-21,2013-04-26,2015-02-12,4.9,Career Prioritization,No,No,Mediation,Settled,9,Mother,No,1,Low,Yes,Friends,Yes,No,23,24
1210,Kolkata,West Bengal,TRUE,2013-07-07,2020-07-11,2020-07-20,7.0,Unrealistic Expectations,Yes,No,Mediation,Settled,19,Joint,No,1,Low,No,Parents,No,No,29,31
1211,Noida,Uttar Pradesh,TRUE,2011-02-26,2014-10-07,2014-04-16,3.1,Work-Life Imbalance,No,No,Reconciliation,Pending,17,Joint,No,1,Medium,No,NGO,No,Yes,30,34
1212,Delhi,Delhi,TRUE,2010-11-23,2015-04-17,2015-09-08,4.8,Domestic Violence,Yes,No,Counseling,Settled,5,Joint,No,2,Medium,Yes,NGO,No,No,30,36
1213,Mumbai,Maharashtra,TRUE,2017-08-05,,,7.9,Work-Life Imbalance,No,No,Mediation,Ongoing,5,Father,No,1,Medium,Yes,Friends,No,No,30,30
1214,Kolkata,West Bengal,TRUE,2013-01-31,2021-04-17,,12.4,Career Prioritization,Yes,No,Divorce,Reconciled,15,NA,No,2,High,Yes,Parents,No,No,27,33
1215,Noida,Uttar Pradesh,TRUE,2014-05-24,2020-04-24,2020-12-11,6.6,Financial Stress,Yes,No,Divorce,Pending,5,NA,No,0,Medium,Yes,NGO,Yes,No,26,32
1216,Hyderabad,Telangana,TRUE,2015-11-29,2025-06-10,2025-08-11,9.7,Domestic Violence,Yes,No,Divorce,Ongoing,21,NA,No,0,High,Yes,None,No,No,27,32
1217,Bengaluru,Karnataka,TRUE,2010-04-13,2016-03-31,,15.2,Financial Stress,Yes,Yes,Reconciliation,Ongoing,18,NA,Yes,1,Low,Yes,Parents,No,No,31,32
1218,Gurgaon,Haryana,TRUE,2011-11-10,2014-12-18,2016-09-26,4.9,Domestic Violence,Yes,Yes,Reconciliation,Pending,19,NA,Yes,0,High,Yes,NGO,No,No,32,37
1219,Delhi,Delhi,TRUE,2011-12-11,2014-05-22,,13.6,Lack of Communication,Yes,Yes,Family Intervention,Ongoing,11,NA,Yes,2,High,Yes,Parents,No,No,25,30
1220,Mumbai,Maharashtra,TRUE,2016-01-09,2020-01-31,2021-05-29,5.4,Unrealistic Expectations,No,No,Mediation,Reconciled,12,Father,Yes,1,Medium,No,NGO,No,No,26,31
1221,Delhi,Delhi,TRUE,2014-07-21,2019-07-01,2019-09-26,5.2,Lack of Communication,Yes,No,Family Intervention,Ongoing,22,NA,Yes,0,High,Yes,Parents,No,No,24,24
1222,Chennai,Tamil Nadu,TRUE,2017-06-25,2022-06-11,,8.0,Lack of Compatibility,Yes,No,Family Intervention,Reconciled,10,NA,Yes,1,High,Yes,NGO,No,No,28,28
1223,Chennai,Tamil Nadu,TRUE,2018-12-14,,,6.6,Domestic Violence,Yes,No,Counseling,Reconciled,14,NA,Yes,1,High,Yes,Friends,No,No,31,32
1224,Hyderabad,Telangana,TRUE,2015-04-27,2023-05-23,2025-01-28,9.8,Work-Life Imbalance,Yes,No,Counseling,Pending,7,NA,No,0,Low,Yes,Parents,No,No,30,30
1225,Ahmedabad,Gujarat,TRUE,2017-12-29,2021-12-11,,7.5,Infidelity,Yes,Yes,Counseling,Pending,15,NA,No,0,High,Yes,Friends,No,No,29,32
1226,Noida,Uttar Pradesh,TRUE,2014-04-28,2021-12-13,2021-06-10,7.1,Financial Stress,Yes,No,Family Intervention,Settled,16,NA,Yes,1,Medium,Yes,None,No,No,24,27
1227,Noida,Uttar Pradesh,TRUE,2016-09-06,2021-04-16,2021-07-28,4.9,Career Prioritization,No,No,Divorce,Ongoing,5,NA,No,2,High,Yes,Parents,Yes,No,23,27
1228,Noida,Uttar Pradesh,TRUE,2015-07-25,2024-12-17,2025-04-10,9.7,Work-Life Imbalance,No,Yes,Counseling,Ongoing,19,Mother,No,2,Medium,Yes,None,No,No,27,33
1229,Mumbai,Maharashtra,TRUE,2010-09-24,2018-12-04,2018-09-10,8.0,In-Laws Conflict,Yes,Yes,Family Intervention,Settled,11,Joint,Yes,1,Medium,Yes,NGO,No,No,23,29
1230,Gurgaon,Haryana,TRUE,2014-07-27,2019-05-07,2020-07-21,6.0,In-Laws Conflict,No,No,Counseling,Ongoing,18,Father,No,1,High,No,None,Yes,No,32,37
1231,Gurgaon,Haryana,TRUE,2016-04-28,2024-03-16,,9.2,Unrealistic Expectations,Yes,Yes,Family Intervention,Reconciled,17,NA,No,1,Medium,Yes,NGO,No,No,29,35
1232,Noida,Uttar Pradesh,TRUE,2019-05-10,2022-02-05,2022-07-17,3.2,Career Prioritization,Yes,Yes,Mediation,Pending,10,Mother,No,1,Medium,No,Parents,No,No,26,28
1233,Mumbai,Maharashtra,TRUE,2018-12-09,,,6.6,Infidelity,No,No,Reconciliation,Settled,9,NA,Yes,1,Medium,Yes,Parents,No,No,23,24
1234,Hyderabad,Telangana,TRUE,2017-01-13,2024-07-15,2024-12-13,7.9,Domestic Violence,Yes,No,Mediation,Reconciled,22,NA,No,0,Medium,Yes,Friends,Yes,No,28,28
1235,Kolkata,West Bengal,TRUE,2019-10-14,,,5.7,Domestic Violence,Yes,No,Divorce,Ongoing,6,Joint,No,1,Low,Yes,Friends,No,No,23,26
1236,Noida,Uttar Pradesh,TRUE,2011-11-06,2019-05-19,,13.7,Career Prioritization,No,No,Divorce,Ongoing,10,NA,Yes,1,Medium,Yes,NGO,No,No,30,34
1237,Chennai,Tamil Nadu,TRUE,2017-07-29,2023-07-24,,7.9,Domestic Violence,Yes,No,Family Intervention,Settled,22,NA,No,0,High,Yes,Friends,No,No,25,30
1238,Gurgaon,Haryana,TRUE,2010-06-10,2014-07-03,2014-01-07,3.6,Domestic Violence,No,No,Counseling,Ongoing,14,Mother,Yes,1,Medium,Yes,Parents,No,No,26,30
1239,Noida,Uttar Pradesh,TRUE,2015-11-30,2024-08-30,,9.6,Infidelity,Yes,No,Divorce,Reconciled,22,Father,Yes,1,Low,Yes,NGO,No,No,32,36
1240,Kolkata,West Bengal,TRUE,2019-07-27,2024-01-16,2025-01-18,5.5,Domestic Violence,Yes,No,Counseling,Pending,11,NA,No,0,Low,Yes,None,No,No,30,35
1241,Delhi,Delhi,TRUE,2019-10-31,,,5.7,Career Prioritization,Yes,No,Reconciliation,Reconciled,17,NA,Yes,0,Medium,Yes,None,No,No,26,26
1242,Delhi,Delhi,TRUE,2014-05-18,2017-03-22,,11.1,Unrealistic Expectations,Yes,No,Mediation,Reconciled,15,NA,Yes,1,Low,Yes,Friends,No,No,32,33
1243,Delhi,Delhi,TRUE,2019-07-06,,,6.0,Unrealistic Expectations,No,No,Reconciliation,Pending,9,NA,Yes,1,High,No,Parents,No,No,23,25
1244,Ahmedabad,Gujarat,TRUE,2011-10-07,2016-05-17,,13.7,Infidelity,No,No,Family Intervention,Pending,13,NA,Yes,0,Medium,No,Parents,No,No,32,37
1245,Kolkata,West Bengal,TRUE,2018-04-25,2021-10-11,2023-04-04,4.9,Domestic Violence,No,No,Reconciliation,Ongoing,18,Father,No,1,Medium,Yes,Friends,No,No,25,28
1246,Mumbai,Maharashtra,TRUE,2017-12-17,2023-01-03,,7.5,Work-Life Imbalance,Yes,No,Counseling,Reconciled,12,NA,Yes,2,High,Yes,NGO,No,No,25,27
1247,Delhi,Delhi,TRUE,2018-03-29,2023-07-09,2024-09-28,6.5,Financial Stress,No,Yes,Divorce,Reconciled,20,NA,Yes,0,Low,Yes,Friends,No,No,23,28
1248,Ahmedabad,Gujarat,TRUE,2019-07-16,,,6.0,Infidelity,No,No,Mediation,Reconciled,11,Father,Yes,2,Medium,Yes,Parents,No,No,27,30
